GVKEY,DATADATE,POINTDATE,qtrsback,conm,datacqtr,ACTQh,ACTQh_dc,AOQh,AOQh_dc,APQh,APQh_dc,ATQh,ATQh_dc,CEQQh,CEQQh_dc,CHEQh,CHEQh_dc,DLTTQh,DLTTQh_dc,DOQh,DOQh_dc,DVPQh,DVPQh_dc,DVQh,DVQh_dc,IBADJQh,IBADJQh_dc,IBCOMQh,IBCOMQh_dc,IBQh,IBQh_dc,ICAPTQh,ICAPTQh_dc,LCOQh,LCOQh_dc,LCTQh,LCTQh_dc,LOQh,LOQh_dc,LTQh,LTQh_dc,NIQh,NIQh_dc,NOPIQh,NOPIQh_dc,PIQh,PIQh_dc,PPENTQh,PPENTQh_dc,PSTKQh,PSTKQh_dc,PSTKRQh,PSTKRQh_dc,SALEQh,SALEQh_dc,SEQQh,SEQQh_dc,TEQQh,TEQQh_dc,TXTQh,TXTQh_dc,XIDOQh,XIDOQh_dc
007232,20180131,20180430,0,PASSUR AEROSPACE INC,Q4Y17,4.395,,9.078,,1.616,,20.182,,7.457,,3.057,,4.725,,0,,0,,0,,-1.167,,-1.167,,-1.167,,12.182,,5.931,,7.547,,0.453,,12.725,,-1.167,,0,,-1.167,,6.709,,0,,0,,3.513,,7.457,,7.457,,0,,0,
007291,20180131,20180331,0,METHODE ELECTRONICS INC,Q4Y17,605.3,,200.8,,87.9,,959.8,,607.2,,304,,116,,0,,0,,10.6,,-24.3,,-24.3,,-24.3,,723.2,,47.1,,150.3,,66.7,,352.6,,-24.3,,3.5,,39.1,,153.7,,0,,0,,228,,607.2,,607.2,,63.4,,0,
007291,20180131,20180430,0,METHODE ELECTRONICS INC,Q4Y17,605.3,,200.8,,87.9,,959.8,,607.2,,304,,116,,0,,0,,10.6,,-24.3,,-24.3,,-24.3,,723.2,,47.1,,150.3,,66.7,,352.6,,-24.3,,3.5,,39.1,,153.7,,0,,0,,228,,607.2,,607.2,,63.4,,0,
007316,20180131,20180430,0,MICHAELS COS INC,Q4Y17,1676.982,,203.213,,483.002,,2300.215,,-1509.495,,425.896,,2701.764,,0,,0,,0.408,,202.238,,202.968,,202.968,,1192.269,,370.457,,957.945,,146.943,,3809.71,,202.968,,0.417,,319.897,,420.02,,0,,0,,1890.608,,-1509.495,,-1509.495,,116.929,,0,
007343,20180228,20180331,0,MICRON TECHNOLOGY INC,Q1Y18,15836,,3563,,1557,,41263,,25697,,8042,,7802,,0,,0,,0,,3309,,3309,,3309,,34382,,2776,,6135,,746,,14683,,3309,,21,,3454,,21864,,14,,14,,7351,,25711,,26580,,143,,0,
007343,20180228,20180430,0,MICRON TECHNOLOGY INC,Q1Y18,15836,,3563,,1557,,41263,,25697,,8042,,7802,,0,,0,,0,,3309,,3309,,3309,,34382,,2776,,6135,,746,,14683,,3309,,21,,3454,,21864,,14,,14,,7351,,25711,,26580,,143,,0,
007401,20180228,20180430,0,MILLER (HERMAN) INC,Q1Y18,608.7,,503,,160.9,,1441.7,,657.1,,201.4,,275,,0,,0,,31.7,,29.8,,29.8,,29.8,,956.6,,219.1,,383.3,,101.8,,760.1,,29.8,,1.8,,36.9,,330,,0,,0,,578.4,,657.1,,657.3,,6.9,,0,
007881,20180331,20180430,0,NEWMONT MINING CORP,Q1Y18,4938,,3234,,331,,20483,,10575,,3170,,4088,,22,,0,,76,,170,,170,,170,,15643,,627,,1181,,3063,,8928,,192,,20,,274,,12311,,0,,0,,1817,,10575,,11555,,105,,22,
007906,20180228,20180430,0,NIKE INC,Q1Y18,15355,,2899,,1961,,22552,,9782,,4751,,3469,,0,,0,,920,,-921,,-921,,-921,,13251,,3727,,5783,,3518,,12770,,-921,,13,,1159,,4298,,0,,0,,8984,,9782,,9782,,2080,,0,
007921,20180131,20180331,0,NORDSON CORP,Q4Y17,928.035,,2215.827,,82.081,,3500.636,,1295.121,,132.842,,1258.843,,0,,0,,17.321,,104.555,,104.555,,104.555,,2553.964,,176.244,,609.773,,246.23,,2205.515,,104.555,,-2.888,,103.518,,356.774,,0,,0,,550.424,,1295.121,,1295.121,,-1.037,,0,
007921,20180131,20180430,0,NORDSON CORP,Q4Y17,928.035,,2215.827,,82.081,,3500.636,,1295.121,,132.842,,1258.843,,0,,0,,17.321,,104.555,,104.555,,104.555,,2553.964,,176.244,,609.773,,246.23,,2205.515,,104.555,,-2.888,,103.518,,356.774,,0,,0,,550.424,,1295.121,,1295.121,,-1.037,,0,
007922,20180131,20180331,0,NORDSTROM INC,Q4Y17,3503,,673,,1409,,8115,,977,,1181,,2681,,0,,0,,247,,151,,151,,151,,3658,,1824,,3289,,1168,,7138,,151,,0,,319,,3939,,0,,0,,4702,,977,,977,,168,,0,
007922,20180131,20180430,0,NORDSTROM INC,Q4Y17,3503,,673,,1409,,8115,,977,,1181,,2681,,0,,0,,247,,151,,151,,151,,3658,,1824,,3289,,1168,,7138,,151,,0,,319,,3939,,0,,0,,4702,,977,,977,,168,,0,
007923,20180331,20180430,0,NORFOLK SOUTHERN CORP,Q1Y18,2479,,3287,,1217,,36162,,16418,,1072,,9917,,0,,0,,205,,551,,552,,552,,26335,,304,,2388,,1072,,19744,,552,,8,,707,,30396,,0,,0,,2717,,16418,,16418,,155,,0,
007951,20180131,20180430,0,MOVADO GROUP INC,Q4Y17,481.6,,139.109,,24.364,,645.38,,470.335,,215.25,,0,,0,,0,,11.934,,-33.908,,-33.908,,-33.908,,470.335,,47.943,,100.296,,74.749,,175.045,,-33.908,,0.091,,13.118,,24.671,,0,,0,,149.214,,470.335,,470.335,,47.026,,0,
007959,20180131,20180430,0,NORTH EUROPEAN OIL RTY TR,Q4Y17,1.599,,0,,0,,1.599,,0.037,,1.599,,0,,0,,0,,2.022,,1.495,,1.495,,1.495,,0.037,,1.562,,1.562,,0,,1.562,,1.495,,0.001,,1.495,,0,,0,,0,,1.77,,0.037,,0.037,,0,,0,
007977,20180331,20180430,0,XCEL ENERGY INC,Q1Y18,2782,,5698,,1027,,43159,,11561,,116,,14522,,0,,0,,175,,291,,291,,291,,26083,,1069,,4122,,8992,,31598,,291,,41,,350,,34679,,0,,0,,2951,,11561,,11561,,59,,0,
007985,20180331,20180430,0,NORTHROP GRUMMAN CORP,Q1Y18,16157,,14353,,1395,,34795,,7680,,10369,,14392,,0,,0,,198,,739,,739,,739,,22072,,4152,,6415,,6308,,27115,,739,,160,,871,,4285,,0,,0,,6735,,7680,,7680,,132,,0,
008001,20180331,20180430,0,NORTHWESTERN CORP,Q1Y18,258.034,,777.581,,54.762,,5400.418,,1834.623,,10.9,,2038.231,,0,,0,,26.945,,58.499,,58.499,,58.499,,3872.854,,269.396,,326.331,,846.441,,3565.795,,58.499,,-1.129,,60.413,,4364.803,,0,,0,,341.502,,1834.623,,1834.623,,1.914,,0,
008099,20180331,20180430,0,FIRSTENERGY CORP,Q1Y18,2310,,7915,,1005,,38795,,7213,,299,,16740,,1192,,156,,192,,21,,21,,177,,24115,,1173,,5065,,7110,,31420,,1369,,82,,429,,28570,,162,,0,,2976,,7375,,7375,,252,,1192,
008105,20180131,20180331,0,OIL DRI CORP AMERICA,Q4Y17,94.154,,27.092,,8.089,,205.535,,126.262,,31.275,,6.092,,0,,0,,3.112,,-1.096,,-1.096,,-1.096,,132.354,,22.162,,33.334,,39.847,,79.273,,-1.096,,0.513,,5.071,,84.289,,0,,0,,68.894,,126.262,,126.262,,6.167,,0,
008105,20180131,20180430,0,OIL DRI CORP AMERICA,Q4Y17,94.154,,27.092,,8.089,,205.535,,126.262,,31.275,,6.092,,0,,0,,3.112,,-1.096,,-1.096,,-1.096,,132.354,,22.162,,33.334,,39.847,,79.273,,-1.096,,0.513,,5.071,,84.289,,0,,0,,68.894,,126.262,,126.262,,6.167,,0,
008219,20180131,20180430,0,OXFORD INDUSTRIES INC,Q4Y17,236.118,,270.29,,66.175,,699.941,,429.824,,6.343,,45.809,,0.389,,0,,18.188,,23.743,,23.743,,23.743,,475.633,,68.835,,135.01,,74.029,,270.117,,24.132,,0,,17.761,,193.533,,0,,0,,296.941,,429.824,,429.824,,-5.982,,0.389,
008402,20180228,20180331,0,PAYCHEX INC,Q1Y18,5048.7,,1396.9,,71.9,,6842.8,,2045.5,,421.2,,0,,0,,0,,538.7,,260.4,,260.4,,260.4,,2045.5,,4494.1,,4623.7,,131.7,,4797.3,,260.4,,3.4,,294.8,,397.2,,0,,0,,866.5,,2045.5,,2045.5,,34.4,,0,
008402,20180228,20180430,0,PAYCHEX INC,Q1Y18,5048.7,,1396.9,,71.9,,6842.8,,2045.5,,421.2,,0,,0,,0,,538.7,,260.4,,260.4,,260.4,,2045.5,,4494.1,,4623.7,,131.7,,4797.3,,260.4,,3.4,,294.8,,397.2,,0,,0,,866.5,,2045.5,,2045.5,,34.4,,0,
008446,20180131,20180331,0,PENNEY (J C) CO,Q4Y17,3410,,722,,973,,8413,,1379,,458,,3992,,0,,0,,0,,254,,254,,254,,5371,,1119,,2332,,567,,7034,,254,,11,,168,,4281,,0,,0,,4031,,1379,,1379,,-86,,0,
008446,20180131,20180430,0,PENNEY (J C) CO,Q4Y17,3410,,722,,973,,8413,,1379,,458,,3992,,0,,0,,0,,254,,254,,254,,5371,,1119,,2332,,567,,7034,,254,,11,,168,,4281,,0,,0,,4031,,1379,,1379,,-86,,0,
008463,20180331,20180430,0,PENTAIR PLC,Q1Y18,2719,,6102.6,,404,,9368.1,,4719.7,,907.5,,2673.1,,-1.3,,0,,63.3,,104.2,,104.2,,104.2,,7392.8,,599.4,,1027.5,,578.7,,4648.4,,102.9,,-6.7,,131.8,,546.5,,0,,0,,1269.7,,4719.7,,4719.7,,27.6,,-1.3,
008479,20180331,20180430,0,PEPSICO INC,Q1Y18,33047,,31699,,14285,,81887,,10883,,20610,,31931,,0,,0,,1160,,1341,,1343,,1343,,42916,,0,,25885,,9855,,70902,,1343,,148,,1657,,17141,,0,,0,,12562,,10883,,10985,,304,,0,
008543,20180331,20180430,0,ALTRIA GROUP INC,Q1Y18,4824,,37184,,203,,43899,,15394,,2191,,13033,,0,,0,,1257,,1892,,1894,,1894,,28467,,6408,,7475,,2665,,28465,,1894,,349,,2466,,1891,,0,,0,,4670,,15394,,15397,,571,,0,
008551,20180131,20180430,0,PVH CORP,Q4Y17,3030.8,,7955.1,,889.8,,11885.7,,5536.4,,493.9,,3061.3,,0,,0,,11.9,,108.5,,108.5,,108.5,,8599.7,,962.3,,1871.6,,751.4,,6347.3,,108.5,,6.3,,25.1,,899.8,,0,,0,,2498.9,,5536.4,,5536.4,,-82.8,,0,
008762,20180331,20180430,0,PROCTER & GAMBLE CO,Q1Y18,27960,,75484,,9716,,124369,,54546,,15534,,22437,,0,,74,,5449,,2437,,2437,,2511,,77383,,8133,,30711,,10192,,69423,,2511,,90,,3253,,20925,,-231,,0,,16281,,54315,,54946,,713,,0,
008823,20180331,20180430,0,PULTEGROUP INC,Q1Y18,,,1390.728,,446.304,,9706.395,,4274.657,,184.787,,3087.718,,0,,0,,26.347,,168.833,,170.751,,170.751,,7362.375,,0,,,,1535.097,,5431.738,,170.751,,48.854,,224.191,,,4,0,,0,,1970.093,,4274.657,,4274.657,,53.44,,0,
008826,20180228,20180430,0,PURE CYCLE CORP,Q1Y18,22.816,,4.789,,0.459,,69.865,,68.828,,20.22,,0,,0.002,,0,,0,,0.099,,0.099,,0.099,,69.168,,0.15,,0.609,,0.088,,0.697,,0.101,,0.114,,0.099,,42.26,,0,,0,,0.845,,68.828,,68.828,,0,,0.002,
008902,20180228,20180430,0,RPM INTERNATIONAL INC,Q1Y18,2357.344,,2005.594,,433.372,,5135.925,,1633.378,,360.286,,2179.658,,0,,0,,125.672,,39.697,,40.227,,40.227,,3815.68,,484.974,,922.113,,334.913,,3499.903,,40.227,,5.636,,34.698,,772.987,,0,,0,,1102.677,,1633.378,,1636.022,,-5.89,,0,
008958,20180131,20180430,0,RAVEN INDUSTRIES INC,Q4Y17,160.279,,60.244,,13.106,,326.803,,276.064,,40.535,,,4,0,,0,,18.685,,8.441,,8.441,,8.441,,276.066,,23.61,,36.942,,13.18,,50.737,,8.441,,0.143,,11.565,,106.28,,0,,0,,95.823,,276.064,,276.066,,3.125,,0,
008972,20180331,20180430,0,RAYTHEON CO,Q1Y18,10960,,17059,,1255,,30497,,10237,,2748,,4751,,-1,,0,,230,,634,,634,,634,,15480,,5224,,6779,,8238,,19768,,633,,-237,,757,,2478,,0,,0,,6267,,10237,,10237,,133,,-1,
009125,20180228,20180430,0,RICHARDSON ELECTRONICS LTD,Q1Y18,134.849,,10.518,,15.846,,163.358,,136.462,,60.081,,0,,0,,0,,2.284,,0.527,,0.527,,0.527,,136.462,,9.867,,25.713,,0.947,,26.896,,0.527,,0.045,,1.015,,17.991,,0,,0,,41.645,,136.462,,136.462,,0.488,,0,
009154,20180131,20180430,0,RISK(GEORGE) INDUSTRIES INC,Q4Y17,38.476,,2.144,,0.308,,41.568,,37.498,,31.448,,0,,0,,0,,1.617,,0.792,,0.792,,0.792,,37.597,,1.761,,2.069,,0,,3.971,,0.792,,0.499,,1.081,,0.948,,0.099,,0,,3.26,,37.597,,37.597,,0.289,,0,
009248,20180131,20180430,0,ROSS STORES INC,Q4Y17,3151.157,,188.43,,1059.844,,5722.051,,3049.308,,1302.653,,311.994,,0,,0,,247.526,,450.747,,450.747,,450.747,,3361.302,,781.585,,1926.402,,348.541,,2672.743,,450.747,,4.503,,591.532,,2382.464,,0,,0,,4067.806,,3049.308,,3049.308,,140.785,,0,
009465,20180331,20180430,0,SCHLUMBERGER LTD,Q1Y18,18056,,41159,,9598,,71478,,36924,,4165,,13526,,0,,0,,692,,525,,525,,525,,50852,,700,,16195,,2852,,34152,,525,,42,,643,,12263,,0,,0,,7829,,36924,,37326,,113,,0,
009466,20180228,20180430,0,SCHOLASTIC CORP,Q1Y18,1005.6,,297.5,,208.4,,1833.7,,1267.6,,362.6,,,4,0,,0,,15.8,,-49.2,,-49.2,,-49.2,,1267.6,,282.3,,499.6,,66.5,,566.1,,-49.2,,1,,-63.3,,530.6,,0,,0,,344.7,,1267.6,,1267.6,,-14.1,,0,
009472,20180228,20180430,0,SCHULMAN (A.) INC,Q1Y18,879.688,,662.197,,351.43,,1834.862,,93.302,,51.644,,930.632,,0,,1.875,,15.992,,3.512,,3.512,,5.387,,1154.715,,112.883,,490.21,,163.922,,1610.779,,5.387,,0.365,,0.146,,292.977,,120.289,,0,,650.098,,213.591,,224.083,,-5.53,,0,
009599,20180131,20180430,0,SEMTECH CORP,Q4Y17,461.232,,499.958,,37.208,,1085.776,,665.013,,309.883,,211.114,,0,,0,,0,,-1.297,,-1.297,,-1.297,,876.127,,72.12,,126.208,,68.759,,420.763,,-1.297,,2.917,,10.77,,124.586,,0,,0,,140.614,,665.013,,665.013,,12.067,,0,
009667,20180331,20180430,0,SHERWIN-WILLIAMS CO,Q1Y18,4886.903,,13640.778,,1975.323,,20367.686,,3690.046,,158.613,,9891.017,,0,,0,,81.028,,250.127,,250.127,,250.127,,13581.063,,1317.617,,4327.152,,964.81,,16677.64,,250.127,,8.725,,303.586,,1840.005,,0,,0,,3965.006,,3690.046,,3690.046,,53.459,,0,
009777,20180131,20180228,0,SMUCKER (JM) CO,Q4Y17,1609.9,,12085.6,,471.2,,15329.2,,7804.2,,198.4,,4688.5,,0,,0,,261.4,,826.9,,831.3,,831.3,,12492.7,,364.7,,1089.9,,366,,7525,,831.3,,-3.4,,116,,1633.7,,0,,0,,1903.3,,7804.2,,7804.2,,-715.3,,0,
009777,20180131,20180331,0,SMUCKER (JM) CO,Q4Y17,1609.9,,12085.6,,471.2,,15329.2,,7804.2,,198.4,,4688.5,,0,,0,,261.4,,826.9,,831.3,,831.3,,12492.7,,364.7,,1089.9,,366,,7525,,831.3,,-3.4,,116,,1633.7,,0,,0,,1903.3,,7804.2,,7804.2,,-715.3,,0,
009777,20180131,20180430,0,SMUCKER (JM) CO,Q4Y17,1609.9,,12085.6,,471.2,,15329.2,,7804.2,,198.4,,4688.5,,0,,0,,261.4,,826.9,,831.3,,831.3,,12492.7,,364.7,,1089.9,,366,,7525,,831.3,,-3.4,,116,,1633.7,,0,,0,,1903.3,,7804.2,,7804.2,,-715.3,,0,
009778,20180331,20180430,0,SNAP-ON INC,Q1Y18,2168.4,,2659.5,,188.2,,5317.6,,3083.9,,97.5,,946.3,,0,,0,,46.5,,163,,163,,163,,4048.6,,618.2,,951.6,,285.7,,2215.3,,163,,-2.1,,224.4,,489.7,,0,,0,,1018.5,,3083.9,,3102.3,,57.6,,0,
010016,20180331,20180430,0,STANLEY BLACK & DECKER INC,Q1Y18,5077.9,,12835.1,,2172.7,,19683.2,,7689.2,,423.2,,2827.6,,0,,0,,94.9,,170.6,,170.6,,170.6,,11269.4,,1260,,4810.2,,3161.3,,11241.4,,170.6,,6,,251.8,,1770.2,,750,,0,,3209.3,,8439.2,,8441.8,,81.7,,0,
010115,20180331,20180430,0,STRYKER CORP,Q1Y18,7851,,12228,,529,,22133,,9214,,2455,,5920,,0,,0,,176,,443,,443,,443,,15143,,2101,,4800,,2190,,12910,,443,,-49,,542,,2054,,0,,0,,3241,,9214,,9223,,99,,0,
010476,20180131,20180430,0,ETERNITY HEALTHCARE INC,Q4Y17,0.32,,0.322,,0.363,,0.642,,0.165,,0.013,,0,,0,,0,,0,,-0.147,,-0.147,,-0.147,,0.165,,0.114,,0.477,,0,,0.477,,-0.147,,0,,-0.147,,0,,0,,0,,0,,0.165,,0.165,,0,,0,
010484,20180331,20180430,0,UNITED AIRLINES INC,Q1Y18,8282,,8992,,2399,,44013,,8298,,4469,,13185,,0,,0,,529,,147,,147,,147,,21483,,10011,,14189,,8064,,35715,,147,,84,,185,,26739,,0,,0,,9032,,8298,,8298,,38,,0,
010519,20180331,20180430,0,TEXTRON INC,Q1Y18,,,4507,,1229,,14968,,5692,,836,,3902,,0,,0,,5,,189,,189,,189,,9594,,2104,,,,2025,,9276,,189,,19,,218,,2711,,0,,0,,3296,,5692,,5692,,29,,0,
010549,20180131,20180331,0,THOR INDUSTRIES INC,Q4Y17,1334.202,,908.542,,354.499,,2708.959,,1747.929,,109.775,,80,,0,,0,,38.994,,79.752,,79.752,,79.752,,1827.929,,448.8,,817.117,,63.913,,961.03,,79.752,,2.975,,141.065,,466.215,,0,,0,,1971.56,,1747.929,,1747.929,,61.313,,0,
010549,20180131,20180430,0,THOR INDUSTRIES INC,Q4Y17,1334.202,,908.542,,354.499,,2708.959,,1747.929,,109.775,,80,,0,,0,,38.994,,79.752,,79.752,,79.752,,1827.929,,448.8,,817.117,,63.913,,961.03,,79.752,,2.975,,141.065,,466.215,,0,,0,,1971.56,,1747.929,,1747.929,,61.313,,0,
010618,20180131,20180331,0,TORO CO,Q4Y17,900.848,,381.51,,266.586,,1516.806,,580.781,,219.73,,302.465,,0,,0,,21.425,,22.604,,22.604,,22.604,,883.246,,292.903,,572.489,,59.232,,936.025,,22.604,,4.281,,66.385,,234.448,,0,,0,,548.246,,580.781,,580.781,,43.781,,0,
010618,20180131,20180430,0,TORO CO,Q4Y17,900.848,,381.51,,266.586,,1516.806,,580.781,,219.73,,302.465,,0,,0,,21.425,,22.604,,22.604,,22.604,,883.246,,292.903,,572.489,,59.232,,936.025,,22.604,,4.281,,66.385,,234.448,,0,,0,,548.246,,580.781,,580.781,,43.781,,0,
010619,20180131,20180430,0,TOROTEL INC,Q4Y17,6.167,,0.9,,0.79,,8.424,,5.07,,0.409,,0.162,,0,,0,,0,,-0.307,,-0.307,,-0.307,,5.232,,0.666,,3.192,,0,,3.354,,-0.307,,0,,0.004,,1.357,,0,,0,,4.528,,5.07,,5.07,,0.311,,0,
010795,20180331,20180430,0,UNITED CONTINENTAL HLDGS INC,Q1Y18,8287,,8992,,2399,,44018,,8336,,4486,,13185,,0,,0,,0,,147,,147,,147,,21521,,10005,,14183,,8064,,35682,,147,,61,,184,,26739,,0,,0,,9032,,8336,,8336,,37,,0,
010840,20180228,20180430,0,UNIFIRST CORP,Q1Y18,854.504,,492.888,,58.747,,1890.734,,1544.401,,387.691,,0,,0,,0,,1.447,,58.378,,58.378,,58.378,,1544.401,,116.737,,175.484,,170.849,,346.333,,58.378,,1.616,,43.568,,543.342,,0,,0,,419.264,,1544.401,,1544.401,,-14.81,,0,
010867,20180331,20180430,0,UNION PACIFIC CORP,Q1Y18,3897,,2196,,768,,57789,,24389,,1138,,15697,,0,,0,,568,,1310,,1310,,1310,,40086,,1446,,4746,,1907,,33400,,1310,,43,,1711,,51696,,0,,0,,5475,,24389,,24389,,401,,0,
010894,20180331,20180430,0,UDR INC,Q1Y18,,,7648.726,,83.054,,7709.048,,2831.259,,20.853,,3680.673,,0,,0.955,,83.966,,80.801,,80.801,,81.756,,7442.571,,148.102,,,,35.321,,3947.15,,81.756,,74.873,,89.452,,,4,46.201,,0,,254.387,,2877.46,,2885.778,,0.227,,0,
010983,20180331,20180430,0,UNITED TECHNOLOGIES CORP,Q1Y18,32741,,55755,,8875,,98779,,30534,,7667,,25153,,0,,0,,535,,1297,,1297,,1297,,57780,,13678,,24747,,16252,,66152,,1297,,449,,1890,,10283,,0,,0,,15242,,30534,,32492,,522,,0,
011099,20180131,20180430,0,VALUE LINE INC,Q4Y17,27.192,,59.211,,1.27,,87.836,,44.518,,22.622,,0,,0,,0,,5.243,,8.996,,8.996,,8.996,,44.518,,23.427,,24.719,,6.627,,43.318,,8.996,,2.542,,3.329,,1.433,,0,,0,,9.094,,44.518,,44.518,,-5.667,,0,
011178,20180131,20180430,0,VILLAGE SUPER MARKET  -CL A,Q4Y17,158.031,,104.455,,79.733,,467.887,,294.184,,89.738,,48.736,,0,,0,,6.439,,9.239,,9.512,,9.512,,342.92,,16.62,,98.143,,26.824,,173.703,,9.512,,0.864,,9.596,,205.401,,0,,0,,417.382,,294.184,,294.184,,0.084,,0,
011234,20180228,20180430,0,WD-40 CO,Q1Y18,242.408,,114.743,,21.213,,394,,154.342,,123.414,,153.2,,0,,0,,14.486,,14.722,,14.818,,14.818,,307.542,,29.537,,66.508,,8.189,,239.658,,14.818,,-0.15,,18.216,,36.849,,0,,0,,101.256,,154.342,,154.342,,3.398,,0,
011259,20180131,20180331,0,WALMART INC,Q4Y17,59664,,30040,,46092,,204522,,77869,,6756,,36825,,0,,0,,6124,,2175,,2175,,2175,,117647,,22122,,78521,,4523,,123700,,2175,,37,,2964,,114818,,0,,0,,136267,,77869,,80822,,601,,0,
011259,20180131,20180430,0,WALMART INC,Q4Y17,59664,,30040,,46092,,204522,,77869,,6756,,36825,,0,,0,,6124,,2175,,2175,,2175,,117647,,22122,,78521,,4523,,123700,,2175,,37,,2964,,114818,,0,,0,,136267,,77869,,80822,,601,,0,
011264,20180228,20180331,0,WALGREENS BOOTS ALLIANCE INC,Q1Y18,20358,,36413,,13301,,70816,,27355,,1750,,12532,,0,,0,,815,,1349,,1349,,1349,,40710,,5675,,22559,,5601,,42638,,1349,,225,,1852,,14045,,0,,0,,33021,,27355,,28178,,503,,0,
011264,20180228,20180430,0,WALGREENS BOOTS ALLIANCE INC,Q1Y18,20358,,36413,,13301,,70816,,27355,,1750,,12532,,0,,0,,815,,1349,,1349,,1349,,40710,,5675,,22559,,5601,,42638,,1349,,225,,1852,,14045,,0,,0,,33021,,27355,,28178,,503,,0,
011302,20180228,20180430,0,WSI INDUSTRIES INC,Q1Y18,12.036,,2.368,,2.416,,25.054,,14.081,,4.072,,5.928,,0,,0,,0,,0.529,,0.529,,0.529,,20.009,,0.852,,4.579,,0,,10.973,,0.529,,0.02,,-0.134,,10.65,,0,,0,,8.554,,14.081,,14.081,,-0.663,,0,
011456,20180331,20180430,0,WEYERHAEUSER CO,Q1Y18,1919,,924,,245,,17885,,8991,,851,,6230,,0,,0,,242,,269,,269,,269,,15221,,457,,911,,1753,,8894,,269,,12,,299,,15042,,0,,0,,1865,,8991,,8991,,30,,0,
011465,20180331,20180430,0,WHIRLPOOL CORP,Q1Y18,8091,,8278,,4643,,20339,,4289,,1041,,4190,,0,,0,,78,,94,,94,,94,,9410,,2608,,8943,,1986,,15119,,94,,8,,109,,3970,,0,,0,,4911,,4289,,5220,,15,,0,
011499,20180131,20180331,0,WILEY (JOHN) & SONS  -CL A,Q4Y17,475.655,,2109.556,,204.606,,2858.845,,1168.326,,128.217,,428.2,,0,,0,,55.093,,68.842,,68.842,,68.842,,1596.526,,609.682,,833.014,,288.91,,1690.519,,68.842,,-5.869,,58.267,,273.634,,0,,0,,455.675,,1168.326,,1168.326,,-10.575,,0,
011499,20180131,20180430,0,WILEY (JOHN) & SONS  -CL A,Q4Y17,475.655,,2109.556,,204.606,,2858.845,,1168.326,,128.217,,428.2,,0,,0,,55.093,,68.842,,68.842,,68.842,,1596.526,,609.682,,833.014,,288.91,,1690.519,,68.842,,-5.869,,58.267,,273.634,,0,,0,,455.675,,1168.326,,1168.326,,-10.575,,0,
011511,20180131,20180430,0,WILLIAMS-SONOMA INC,Q4Y17,1636.445,,217.021,,459.378,,2785.749,,1203.566,,390.136,,299.422,,0,,0,,135.01,,95.76,,95.76,,95.76,,1502.988,,491.662,,1007.823,,274.938,,1582.183,,95.76,,-0.398,,198.542,,932.283,,0,,0,,1679.91,,1203.566,,1203.566,,102.782,,0,
011537,20180228,20180430,0,WINNEBAGO INDUSTRIES,Q1Y18,372.702,,513.826,,99.727,,965.326,,477.809,,27.443,,271.102,,0,,0,,6.375,,22.088,,22.088,,22.088,,748.911,,93.071,,195.59,,20.825,,487.517,,22.088,,-0.011,,30.322,,78.798,,0,,0,,468.359,,477.809,,477.809,,8.234,,0,
011584,20180131,20180430,0,FOOT LOCKER INC,Q4Y17,2551,,544,,258,,3961,,2519,,850,,125,,0,,0,,157,,-49,,-49,,-49,,2644,,347,,616,,686,,1442,,-49,,-13,,80,,866,,0,,0,,2210,,2519,,2519,,129,,0,
011600,20180228,20180430,0,WORTHINGTON INDUSTRIES,Q1Y18,1158.642,,830.895,,403.99,,2614.736,,951.171,,147.424,,768.128,,0,,0,,38.8,,79.088,,79.088,,79.088,,1842.115,,145.31,,564.239,,130.37,,1540.749,,79.088,,21.27,,54.258,,625.199,,0,,0,,841.657,,951.171,,1073.987,,-24.039,,0,
011672,20180131,20180430,0,TJX COMPANIES INC,Q4Y17,8485.727,,566.235,,2488.373,,14058.015,,5148.309,,3264.642,,2452.524,,0,,0,,764.04,,877.276,,877.276,,877.276,,7600.833,,2522.961,,5125.537,,1098.588,,8909.706,,877.276,,13.267,,1112.38,,5006.053,,0,,0,,10960.72,,5148.309,,5148.309,,235.104,,0,
011930,20180228,20180430,0,CCA INDUSTRIES INC,Q1Y18,6.717,,7.389,,2.549,,14.254,,8.146,,1.128,,1.125,,0,,0,,0,,-3.221,,-3.221,,-3.221,,9.271,,1.646,,4.57,,0.413,,6.108,,-3.221,,0.001,,-0.107,,0.148,,0,,0,,3.998,,8.146,,8.146,,3.114,,0,
012123,20180131,20180430,0,BIG LOTS INC,Q4Y17,1021.973,,63.776,,351.226,,1651.726,,669.587,,51.176,,199.8,,0,,0,,44.671,,104.828,,104.828,,104.828,,869.387,,225.954,,589.608,,192.731,,982.139,,104.828,,0.389,,166.264,,565.977,,0,,0,,1642.068,,669.587,,669.587,,61.436,,0,
012138,20180331,20180430,0,PRICE (T. ROWE) GROUP,Q1Y18,,,2849.9,,241.3,,7374.3,,5901.9,,1766.2,,0,,0,,0,,174.8,,443.1,,453.7,,453.7,,6448.4,,187.1,,,,337.7,,925.9,,453.7,,16.1,,599.9,,650.2,,0,,0,,1328,,5901.9,,5901.9,,144.4,,0,
